ecosystem_type,data_type,year,var,group,old_var,value,units
lake,underwater_par,2012,uw_par,ELB,ELB UwPAR,4.66,µmol photons/m2/s
lake,underwater_par,2013,uw_par,ELB,ELB UwPAR,3.43,µmol photons/m2/s
lake,underwater_par,1988,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,1989,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,1990,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,1991,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,1992,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,1993,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,1994,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,1995,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,1996,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,1997,uw_par,WLB,WLB UwPAR,3.891935484,µmol photons/m2/s
lake,underwater_par,1998,uw_par,WLB,WLB UwPAR,0.554580645,µmol photons/m2/s
lake,underwater_par,1999,uw_par,WLB,WLB UwPAR,1.837193548,µmol photons/m2/s
lake,underwater_par,2000,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,2001,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,2002,uw_par,WLB,WLB UwPAR,3.106548387,µmol photons/m2/s
lake,underwater_par,2003,uw_par,WLB,WLB UwPAR,2.249354839,µmol photons/m2/s
lake,underwater_par,2004,uw_par,WLB,WLB UwPAR,7.978363636,µmol photons/m2/s
lake,underwater_par,2005,uw_par,WLB,WLB UwPAR,2.028677419,µmol photons/m2/s
lake,underwater_par,2006,uw_par,WLB,WLB UwPAR,5.907483871,µmol photons/m2/s
lake,underwater_par,2007,uw_par,WLB,WLB UwPAR,5.960387097,µmol photons/m2/s
lake,underwater_par,2008,uw_par,WLB,WLB UwPAR,4.891935484,µmol photons/m2/s
lake,underwater_par,2009,uw_par,WLB,WLB UwPAR,15.610375,µmol photons/m2/s
lake,underwater_par,2010,uw_par,WLB,WLB UwPAR,13.13851613,µmol photons/m2/s
lake,underwater_par,2011,uw_par,WLB,WLB UwPAR,5.023904762,µmol photons/m2/s
lake,underwater_par,2012,uw_par,WLB,WLB UwPAR,3.395064516,µmol photons/m2/s
lake,underwater_par,2013,uw_par,WLB,WLB UwPAR,2.392612903,µmol photons/m2/s
